age,sex,is_closed,has_high_education,relation_status,number_of_relatives,len_of_about,number_of_activities,number_of_books,number_of_friends,number_of_followers,number_of_interests,number_of_groups,number_of_movies,len_of_status,age_hidden
43,1,0,0,0,0,0,0,0,52,44,0,19,0,0,0
30,0,0,0,0,0,0,0,0,91,474,0,125,0,1,0
56,0,0,0,0,0,0,0,0,89,79,0,42,0,0,0
28,1,0,0,0,0,0,0,0,169,104,0,30,0,1,0
20,1,0,0,0,0,0,0,0,46,156,0,6,0,1,0
28,0,0,0,0,0,0,0,0,105,259,0,62,0,0,0
32,0,0,0,0,0,0,0,0,189,109,0,56,0,0,0
29,1,0,0,0,0,0,0,0,166,66,0,9,0,0,0
0,0,0,0,0,0,0,0,0,93,177,0,18,0,3,1
44,0,0,1,0,1,0,1,1,16,39,1,26,1,0,0
53,0,0,0,0,0,0,0,0,76,44,0,29,0,11,0
46,1,0,0,0,0,0,0,0,38,12,0,2,0,0,0
22,0,0,0,0,0,0,0,0,137,142,0,60,0,0,0
64,0,0,0,0,0,0,0,0,139,10,0,16,0,0,0
23,1,0,0,0,0,0,0,0,218,186,0,161,0,12,0
35,0,0,0,0,0,0,0,0,387,311,0,302,0,12,0
22,1,0,0,0,0,0,0,0,45,61,0,1,0,0,0
33,1,0,0,0,0,0,0,0,387,154,0,86,0,4,0
30,1,0,0,0,0,0,0,0,346,89,0,34,0,0,0
0,1,0,1,0,0,0,1,1,330,24,1,30,1,0,1
0,0,0,1,4,0,12,2,1,34,75,1,36,1,8,1
27,1,0,1,4,2,52,50,1,121,218,38,399,1,0,0
0,1,0,0,0,0,0,0,0,29,1190,0,25,0,1,1
0,1,0,0,0,0,0,0,0,149,111,0,7,0,0,1
0,0,0,1,0,0,0,1,1,343,0,1,6,1,0,1
0,1,0,0,0,0,0,0,0,161,298,0,25,0,0,1
0,1,0,0,0,0,0,0,0,202,74,0,88,0,0,1
22,0,0,1,0,0,0,1,1,268,244,1,103,1,0,0
31,0,0,0,0,0,0,0,0,0,35,0,12,0,0,0
0,0,0,0,0,0,0,0,0,80,72,0,116,0,0,1
31,1,0,0,0,0,0,0,0,45,74,0,28,0,0,0
27,1,0,0,0,0,0,0,0,71,109,0,91,0,0,0
36,1,0,1,0,0,0,1,1,257,18,1,40,1,0,0
36,0,0,0,0,0,0,0,0,56,35,0,1,0,2,0
0,0,0,0,0,0,0,0,0,322,220,0,35,0,6,1
29,0,0,0,0,0,0,0,0,90,280,0,148,0,0,0
22,0,0,0,0,0,0,0,0,370,1108,0,53,0,0,0
29,1,0,1,4,4,0,1,1,184,23,1,13,1,0,0
29,1,0,1,0,0,0,1,1,159,187,1,43,1,4,0
29,1,0,0,0,0,0,0,0,291,72,0,43,0,0,0
44,1,0,1,4,2,2,1,1,31,6,1,0,1,0,0
0,1,0,1,4,0,0,1,1,2499,11,1,25,1,0,1
71,0,0,0,0,0,0,0,0,213,106,0,195,0,0,0
0,1,0,1,1,2,0,1,1,279,82,1,28,1,0,1
24,0,0,0,0,0,0,0,0,237,225,0,95,0,0,0
33,1,0,1,0,3,0,1,6,612,277,1,9,12,14,0
62,0,0,1,0,6,1,4,4,275,114,3,228,2,0,0
60,1,0,0,0,0,0,0,0,168,62,0,39,0,6,0
22,0,0,0,0,0,0,0,0,69,143,0,74,0,5,0
33,1,0,0,0,0,0,0,0,219,49,0,52,0,9,0
0,1,0,1,4,0,4,1,1,163,68,1,435,1,0,1
0,0,0,0,0,0,0,0,0,27,46,0,40,0,1,1
52,0,0,0,0,0,0,0,0,190,84,0,114,0,5,0
29,1,0,1,1,0,0,1,1,132,20,1,180,1,0,0
23,1,0,1,0,0,0,1,1,104,170,1,122,1,0,0
23,0,0,0,0,0,0,0,0,393,391,0,93,0,0,0
54,0,0,1,4,2,0,1,1,80,157,2,75,1,11,0
25,1,0,0,0,0,0,0,0,4,47,0,9,0,2,0
51,1,0,0,0,0,0,0,0,163,15,0,3,0,14,0
54,0,0,0,0,0,0,0,0,23,19,0,1,0,0,0
0,0,0,0,0,0,0,0,0,53,14,0,49,0,0,1
0,0,0,0,0,0,0,0,0,236,137,0,74,0,0,1
47,1,0,0,0,0,0,0,0,144,2,0,35,0,0,0
26,0,0,1,0,2,0,1,1,124,138,1,64,1,14,0
38,1,0,0,0,0,0,0,0,173,46,0,104,0,0,0
0,1,0,0,0,0,0,0,0,268,166,0,224,0,0,1
46,1,0,0,0,0,0,0,0,108,25,0,50,0,0,0
37,1,0,0,0,0,0,0,0,152,33,0,16,0,0,0
27,1,0,1,1,0,2,1,1,84,372,1,177,11,13,0
24,1,0,0,0,0,0,0,0,256,280,0,68,0,0,0
0,0,0,1,2,0,0,1,1,229,13,2,7,1,7,1
27,1,0,0,0,0,0,0,0,1604,73,0,41,0,0,0
30,1,0,1,0,1,0,1,1,220,251,1,0,1,0,0
41,1,0,0,0,0,0,0,0,82,20,0,5,0,0,0
31,0,0,1,4,1,2,2,1,293,538,1,94,1,0,0
35,1,0,0,0,0,0,0,0,197,54,0,2,0,0,0
28,1,0,0,0,0,0,0,0,345,251,0,148,0,0,0
30,0,0,0,0,0,0,0,0,185,153,0,63,0,0,0
31,1,0,0,0,0,0,0,0,373,50,0,30,0,5,0
34,1,0,0,0,0,0,0,0,139,74,0,143,0,0,0
0,0,0,1,0,4,0,1,1,96,130,1,93,1,1,1
25,1,0,0,0,0,0,0,0,171,7,0,294,0,0,0
41,0,0,0,0,0,0,0,0,106,54,0,35,0,0,0
46,1,0,1,4,0,0,1,1,50,17,1,20,1,0,0
33,0,0,0,0,0,0,0,0,116,175,0,35,0,0,0
48,0,0,0,0,0,0,0,0,101,129,0,186,0,11,0
0,0,0,0,0,0,0,0,0,215,164,0,54,0,0,1
66,1,0,0,0,0,0,0,0,29,19,0,1,0,0,0
25,0,0,0,0,0,0,0,0,172,122,0,7,0,0,0
42,1,0,0,0,0,0,0,0,181,27,0,19,0,0,0
30,0,0,0,0,0,0,0,0,228,436,0,264,0,0,0
33,0,0,1,4,4,0,1,1,85,74,1,6,1,9,0
0,1,0,0,0,0,0,0,0,269,112,0,69,0,0,1
52,1,0,0,0,0,0,0,0,27,20,0,3,0,0,0
0,1,0,0,0,0,0,0,0,175,174,0,82,0,5,1
43,1,0,0,0,0,0,0,0,55,24,0,0,0,0,0
42,1,0,0,0,0,0,0,0,59,10,0,3,0,0,0
28,0,0,1,4,1,33,1,1,368,309,1,65,1,20,0
31,1,0,0,0,0,0,0,0,15,6,0,158,0,0,0
32,1,0,0,0,0,0,0,0,461,65,0,89,0,0,0
31,1,0,1,4,0,7,1,1,82,180,1,77,1,7,0
48,1,0,1,4,1,0,1,1,24,43,1,22,1,0,0
33,0,0,0,0,0,0,0,0,79,0,0,58,0,0,0
0,1,0,0,0,0,0,0,0,86,13,0,66,0,0,1
36,1,0,1,1,4,0,1,1,454,304,2,52,1,3,0
21,1,0,1,0,1,0,1,1,134,97,1,0,1,4,0
58,1,0,1,4,0,0,1,1,173,22,1,9,1,0,0
39,0,0,0,0,0,0,0,0,155,169,0,27,0,4,0
24,1,0,0,0,0,0,0,0,4,71,0,11,0,0,0
22,0,0,1,7,1,0,1,1,261,195,1,51,1,1,0
34,0,0,0,0,0,0,0,0,193,198,0,60,0,8,0
23,1,0,1,1,5,0,1,1,125,122,1,243,1,0,0
0,0,0,0,0,0,0,0,0,531,506,0,107,0,0,1
42,1,0,0,0,0,0,0,0,32,8,0,10,0,0,0
0,1,0,0,0,0,0,0,0,1138,1160,0,182,0,0,1
40,1,0,0,0,0,0,0,0,30,13,0,0,0,0,0
0,0,0,0,0,0,0,0,0,226,216,0,544,0,3,1
40,1,0,1,0,0,10,1,1,53,12,1,1,1,0,0
37,1,0,0,0,0,0,0,0,109,52,0,121,0,0,0
27,0,0,1,0,0,0,1,1,657,225,1,98,1,0,0
21,1,0,0,0,0,0,0,0,66,123,0,49,0,0,0
27,1,0,0,0,0,0,0,0,81,30,0,92,0,0,0
38,0,0,0,0,0,0,0,0,32,47,0,9,0,0,0
34,0,0,1,4,12,4,1,1,167,184,1,95,1,0,0
56,0,0,0,0,0,0,0,0,33,6,0,1,0,0,0
41,0,0,0,0,0,0,0,0,113,51,0,3,0,0,0
0,1,0,1,0,0,0,1,1,37,102,1,13,1,0,1
40,1,0,0,0,0,0,0,0,74,20,0,33,0,0,0
0,1,0,0,0,0,0,0,0,115,53,0,27,0,0,1
22,0,0,0,0,0,0,0,0,85,159,0,195,0,0,0
58,0,0,1,0,0,0,1,1,88,16,1,34,1,0,0
0,0,0,1,6,6,0,1,1,539,882,1,58,1,0,1
53,1,0,0,0,0,0,0,0,31,5,0,19,0,0,0
26,0,0,0,0,0,0,0,0,1,111,0,43,0,3,0
36,1,0,0,0,0,0,0,0,77,45,0,19,0,0,0
0,1,0,1,4,0,0,1,1,38,12,1,7,1,1,1
58,0,0,0,0,0,0,0,0,35,26,0,8,0,0,0
0,0,0,1,0,0,0,1,1,49,19,1,49,1,0,1
26,1,0,1,0,1,0,1,1,147,78,1,27,1,0,0
43,1,0,0,0,0,0,0,0,48,12,0,15,0,3,0
62,0,0,0,0,0,0,0,0,48,3,0,1,0,0,0
29,0,0,0,0,0,0,0,0,970,389,0,113,0,0,0
58,0,0,0,0,0,0,0,0,52,23,0,12,0,0,0
60,1,0,1,4,3,0,1,1,62,12,1,1,1,0,0
32,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0
35,1,0,0,0,0,0,0,0,176,80,0,3,0,9,0
58,1,0,0,0,0,0,0,0,39,19,0,2,0,0,0
45,1,0,1,4,3,0,1,1,101,37,1,21,1,0,0
23,0,0,0,0,0,0,0,0,385,314,0,108,0,19,0
52,0,0,1,7,2,9,1,1,158,41,1,12,1,0,0
26,1,0,1,6,1,0,1,3,85,2,1,197,1,2,0
26,0,0,1,1,1,0,1,1,58,958,1,143,1,0,0
25,0,0,1,4,1,0,1,1,118,226,1,63,1,0,0
37,0,0,0,0,0,0,0,0,175,315,0,79,0,12,0
24,1,0,1,0,3,0,1,1,277,415,1,301,1,0,0
49,1,0,0,0,0,0,0,0,285,96,0,106,0,0,0
45,1,0,0,0,0,0,0,0,134,16,0,12,0,2,0
0,0,0,0,0,0,0,0,0,116,70,0,1,0,0,1
39,1,0,0,0,0,0,0,0,388,72,0,44,0,2,0
25,1,0,0,0,0,0,0,0,301,129,0,25,0,0,0
64,1,0,0,0,0,0,0,0,71,5,0,1,0,0,0
35,0,0,1,4,2,0,1,1,1030,535,1,101,1,0,0
42,0,0,0,0,0,0,0,0,85,156,0,152,0,10,0
25,1,0,0,0,0,0,0,0,320,108,0,28,0,0,0
27,0,0,0,0,0,0,0,0,187,60,0,27,0,0,0
21,1,0,1,1,3,0,1,1,428,185,1,156,1,0,0
33,0,0,1,0,2,0,1,1,141,193,1,348,1,0,0
58,1,0,0,0,0,0,0,0,66,5,0,1,0,0,0
0,0,0,1,0,3,0,1,1,328,127,1,32,1,13,1
0,1,0,0,0,0,0,0,0,750,309,0,189,0,0,1
58,0,0,0,0,0,0,0,0,151,40,0,14,0,3,0
0,0,0,0,0,0,0,0,0,98,411,0,72,0,0,1
26,1,0,0,0,0,0,0,0,97,170,0,17,0,5,0
36,1,0,1,0,3,0,1,1,184,20,1,10,1,0,0
0,0,0,0,0,0,0,0,0,63,10,0,61,0,1,1
39,1,0,0,0,0,0,0,0,33,20,0,7,0,0,0
32,0,0,0,0,0,0,0,0,28,3,0,0,0,0,0
57,0,0,0,0,0,0,0,0,53,6,0,8,0,0,0
40,1,0,0,0,0,0,0,0,51,7,0,1,0,0,0
0,1,0,0,0,0,0,0,0,78,92,0,13,0,1,1
34,1,0,0,0,0,0,0,0,227,43,0,8,0,0,0
35,1,0,1,0,0,0,1,1,142,1,1,18,1,0,0
34,0,0,0,0,0,0,0,0,231,240,0,125,0,9,0
0,1,0,0,0,0,0,0,0,264,284,0,33,0,0,1
23,1,0,0,0,0,0,0,0,247,121,0,138,0,0,0
40,1,0,1,4,5,0,1,1,309,96,1,5,1,0,0
26,1,0,1,4,4,0,1,1,92,123,1,36,1,0,0
31,1,0,1,4,0,3,1,1,105,45,2,11,1,0,0
26,0,0,1,1,0,0,1,1,82,297,1,94,1,0,0
50,1,0,0,0,0,0,0,0,55,27,0,4,0,0,0
64,0,0,1,4,0,0,1,1,168,34,1,36,1,0,0
0,0,0,0,0,0,0,0,0,124,121,0,32,0,0,1
32,1,0,1,0,2,2,1,1,423,20,1,24,10,0,0
0,0,0,1,0,1,0,1,1,136,328,1,132,1,8,1
33,1,0,1,4,5,0,1,1,125,53,1,41,1,0,0
31,1,0,0,0,0,0,0,0,181,149,0,68,0,0,0
25,1,0,0,0,0,0,0,0,271,149,0,95,0,7,0
39,0,0,0,0,0,0,0,0,135,16,0,5,0,21,0
69,1,0,0,0,0,0,0,0,19,14,0,2,0,0,0
0,1,0,0,0,0,0,0,0,82,50,0,29,0,0,1
39,1,0,1,0,2,0,1,1,91,18,1,1,1,0,0
25,0,0,1,0,2,0,1,1,832,603,1,173,1,0,0
31,1,0,1,0,2,2,1,1,160,91,1,9,1,0,0
0,0,0,1,4,4,0,1,1,138,70,1,33,1,0,1
0,1,0,0,0,0,0,0,0,139,71,0,50,0,0,1
0,0,0,1,0,0,0,1,1,334,235,1,54,1,2,1
22,0,0,1,0,0,0,1,1,12,0,1,6,1,0,0
33,0,0,1,4,7,0,1,1,523,207,1,99,1,5,0
22,1,0,1,0,0,7,2,3,520,98,4,22,3,2,0
32,1,0,0,0,0,0,0,0,89,31,0,1,0,4,0
0,1,0,1,0,0,0,1,1,216,27,1,18,1,0,1
0,0,0,1,0,8,0,1,1,1221,489,1,262,1,0,1
51,1,0,1,0,0,0,1,1,53,24,1,10,1,0,0
26,0,0,0,0,0,0,0,0,170,231,0,11,0,0,0
24,0,0,0,0,0,0,0,0,610,633,0,174,0,4,0
39,1,0,0,0,0,0,0,0,96,14,0,6,0,0,0
39,1,0,0,0,0,0,0,0,59,41,0,7,0,0,0
45,0,0,0,0,0,0,0,0,42,12,0,3,0,0,0
25,1,0,0,0,0,0,0,0,340,166,0,17,0,0,0
32,1,0,0,0,0,0,0,0,223,160,0,67,0,0,0
0,1,0,1,1,0,0,1,1,331,22,1,11,1,13,1
59,1,0,1,4,1,0,1,1,423,69,1,16,1,0,0
40,0,0,0,0,0,0,0,0,221,187,0,53,0,0,0
23,1,0,0,0,0,0,0,0,232,49,0,75,0,0,0
61,0,0,0,0,0,0,0,0,66,1828,0,74,0,0,0
23,1,0,0,0,0,0,0,0,157,25,0,7,0,3,0
35,1,0,1,1,0,4,1,1,110,57,1,45,3,9,0
0,1,0,1,3,0,0,1,1,223,28,1,88,1,0,1
45,0,0,0,0,0,0,0,0,71,52,0,4,0,0,0
24,0,0,1,0,4,0,1,1,166,397,1,469,1,0,0
41,1,0,0,0,0,0,0,0,154,42,0,18,0,0,0
0,1,0,0,0,0,0,0,0,703,417,0,156,0,4,1
26,0,0,0,0,0,0,0,0,213,224,0,78,0,0,0
0,1,0,0,0,0,0,0,0,201,12,0,15,0,0,1
39,0,0,0,0,0,0,0,0,186,132,0,9,0,0,0
33,1,0,1,0,0,16,1,2,152,67,1,21,1,1,0
60,0,0,1,0,2,0,1,1,472,114,1,31,1,16,0
0,0,0,1,0,1,0,1,3,38,40,2,184,1,10,1
28,1,0,0,0,0,0,0,0,249,328,0,71,0,0,0
33,1,0,0,0,0,0,0,0,208,26,0,27,0,0,0
39,1,0,0,0,0,0,0,0,102,16,0,5,0,2,0
29,1,0,0,0,0,0,0,0,147,98,0,16,0,0,0
31,0,0,1,0,0,0,1,1,162,125,1,79,1,0,0
60,0,0,0,0,0,0,0,0,311,44,0,75,0,0,0
51,1,0,0,0,0,0,0,0,156,30,0,357,0,1,0
45,0,0,0,0,0,0,0,0,249,393,0,673,0,1,0
43,0,0,1,4,4,0,1,1,88,42,1,3,1,0,0
23,0,0,1,0,2,0,1,1,791,727,1,552,1,7,0
32,1,0,0,0,0,0,0,0,57,27,0,5,0,0,0
48,0,0,0,0,0,0,0,0,32,16,0,2,0,0,0
22,0,0,0,0,0,0,0,0,203,336,0,74,0,4,0
0,1,0,1,0,1,0,1,1,144,232,1,18,1,0,1
51,1,0,1,4,0,2,1,1,9,9,2,0,1,0,0
36,0,0,0,0,0,0,0,0,137,42,0,29,0,0,0
46,1,0,0,0,0,0,0,0,70,37,0,24,0,0,0
33,1,0,0,0,0,0,0,0,19,20,0,2,0,0,0
34,1,0,1,1,12,0,1,1,238,45,1,81,1,0,0
0,1,0,1,0,0,0,1,1,41,22,1,41,1,0,1
40,1,0,1,0,0,0,1,1,622,473,1,50,1,6,0
0,1,0,0,0,0,0,0,0,178,27,0,9,0,0,1
0,0,0,1,0,3,12,1,1,83,125,3,104,6,1,1
33,1,0,0,0,0,0,0,0,213,65,0,23,0,13,0
33,1,0,0,0,0,0,0,0,295,48,0,25,0,0,0
0,1,0,0,0,0,0,0,0,40,72,0,34,0,0,1
42,1,0,0,0,0,0,0,0,181,30,0,9,0,0,0
0,0,0,0,0,0,0,0,0,359,416,0,85,0,21,1
22,0,0,0,0,0,0,0,0,202,320,0,94,0,0,0
0,1,0,0,0,0,0,0,0,213,106,0,53,0,0,1
41,1,0,1,4,1,2,1,1,83,119,1,4,1,0,0
55,1,0,1,0,0,0,1,1,758,90,1,9,1,10,0
43,1,0,1,0,0,0,1,1,62,22,2,3,2,0,0
45,1,0,0,0,0,0,0,0,344,70,0,110,0,0,0
23,0,0,0,0,0,0,0,0,42,8,0,48,0,0,0
25,1,0,1,0,1,0,1,1,190,145,1,19,1,0,0
49,1,0,1,0,0,0,1,1,44,31,1,77,1,2,0
37,0,0,0,0,0,0,0,0,130,61,0,24,0,0,0
29,0,0,0,0,0,0,0,0,102,370,0,78,0,14,0
39,0,0,1,4,0,0,1,1,181,35,1,10,1,2,0
0,0,0,1,4,2,11,1,1,124,90,1,75,1,0,1
28,1,0,1,4,0,0,1,4,60,74,26,12,6,18,0
0,0,0,1,0,0,0,1,1,47,8,1,5,1,0,1
0,0,0,0,0,0,0,0,0,217,219,0,46,0,1,1
63,0,0,0,0,0,0,0,0,50,37,0,37,0,0,0
43,1,0,0,0,0,0,0,0,165,22,0,14,0,0,0
0,0,0,0,0,0,0,0,0,514,78,0,53,0,4,1
23,0,0,1,0,0,0,1,2,355,269,1,88,105,4,0
0,0,0,1,4,0,0,1,1,15,6,1,0,1,0,1
27,1,0,0,0,0,0,0,0,578,249,0,232,0,0,0
26,0,0,0,0,0,0,0,0,226,405,0,90,0,0,0
29,1,0,1,4,2,26,1,1,369,116,1,98,1,0,0
24,1,0,1,4,2,0,1,1,104,38,1,18,1,0,0
26,0,0,0,0,0,0,0,0,222,294,0,233,0,0,0
40,1,0,1,4,0,15,2,3,56,14,1,0,9,20,0
0,1,0,1,0,0,0,1,1,60,107,1,63,1,1,1
22,1,0,0,0,0,0,0,0,499,368,0,69,0,0,0
0,0,0,1,0,0,0,15,1,14,1,1,0,1,0,1
0,0,0,0,0,0,0,0,0,173,54,0,7,0,0,1
53,0,0,1,0,1,1,1,1,73,29,1,25,1,6,0
57,0,0,1,5,0,0,1,1,10,4,4,3,1,0,0
40,1,0,0,0,0,0,0,0,327,25,0,3,0,5,0
0,0,0,1,0,0,0,1,1,0,373,1,6,1,0,1
40,0,0,1,4,0,0,1,1,144,140,1,180,1,9,0
26,0,0,0,0,0,0,0,0,76,223,0,0,0,0,0
0,1,0,0,0,0,0,0,0,151,40,0,116,0,0,1
52,1,0,1,0,0,0,5,1,101,113,1,2,1,0,0
0,0,0,1,0,0,0,1,1,121,52,1,22,1,0,1
42,1,0,1,0,2,0,1,1,39,16,1,9,1,0,0
0,1,0,1,6,0,1,1,1,413,201,1,104,1,0,1
38,0,0,0,0,0,0,0,0,231,153,0,86,0,0,0
62,1,0,0,0,0,0,0,0,14,3,0,2,0,0,0
32,0,0,0,0,0,0,0,0,892,117,0,5,0,0,0
38,1,0,0,0,0,0,0,0,40,30,0,3,0,0,0
45,1,0,0,0,0,0,0,0,145,26,0,5,0,0,0
0,0,0,0,0,0,0,0,0,321,332,0,192,0,0,1
0,1,0,0,0,0,0,0,0,82,271,0,20,0,0,1
0,1,0,0,0,0,0,0,0,139,96,0,40,0,0,1
0,1,0,0,0,0,0,0,0,11,4,0,1,0,0,1
46,1,0,0,0,0,0,0,0,89,9,0,0,0,0,0
48,0,0,0,0,0,0,0,0,44,17,0,10,0,0,0
24,1,0,0,0,0,0,0,0,73,274,0,17,0,0,0
0,0,0,0,0,0,0,0,0,76,25,0,46,0,4,1
34,0,0,1,0,7,0,1,1,359,192,1,94,1,2,0
47,1,0,1,4,0,0,1,1,528,33,1,39,1,13,0
22,1,0,0,0,0,0,0,0,79,83,0,35,0,0,0
41,0,0,1,0,5,0,1,1,85,74,1,20,1,0,0
33,1,0,1,0,1,0,1,1,240,24,1,46,1,0,0
29,1,0,0,0,0,0,0,0,205,140,0,36,0,0,0
27,0,0,0,0,0,0,0,0,279,1002,0,96,0,0,0
22,1,0,1,0,1,6,1,2,146,194,1,113,3,8,0
41,1,0,0,0,0,0,0,0,226,35,0,4,0,0,0
0,0,0,0,0,0,0,0,0,41,257,0,24,0,0,1
22,0,0,1,0,3,0,1,1,105,191,1,44,1,13,0
32,0,0,0,0,0,0,0,0,99,110,0,90,0,0,0
0,1,0,1,6,0,49,1,1,176,14,1,8,1,0,1
35,0,0,0,0,0,0,0,0,228,106,0,7,0,0,0
28,1,0,0,0,0,0,0,0,155,124,0,13,0,0,0
0,1,0,1,4,2,0,1,1,115,107,1,24,1,4,1
28,0,0,0,0,0,0,0,0,140,176,0,74,0,7,0
40,1,0,0,0,0,0,0,0,227,16,0,539,0,1,0
42,0,0,0,0,0,0,0,0,130,116,0,147,0,0,0
61,1,0,1,0,2,0,1,1,40,7,1,1,1,0,0
42,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0
35,1,0,0,0,0,0,0,0,109,157,0,15,0,24,0
33,1,0,1,4,4,1,1,1,732,63,3,81,1,2,0
0,0,0,0,0,0,0,0,0,534,273,0,0,0,9,1
55,0,0,1,0,1,1,1,1,54,11,1,0,5,0,0
0,1,0,0,0,0,0,0,0,193,56,0,50,0,0,1
29,1,0,1,1,0,0,1,1,307,116,1,111,1,0,0
0,1,0,1,0,5,0,1,1,438,190,1,17,1,0,1
32,0,0,1,0,1,0,1,1,92,57,1,0,1,3,0
21,1,0,0,0,0,0,0,0,132,164,0,0,0,0,0
33,1,0,0,0,0,0,0,0,152,27,0,2,0,0,0
0,1,0,1,1,1,0,1,1,193,276,1,129,3,1,1
0,1,0,0,0,0,0,0,0,230,635,0,225,0,0,1
28,0,0,0,0,0,0,0,0,179,69,0,41,0,0,0
32,0,0,0,0,0,0,0,0,463,327,0,35,0,0,0
53,0,0,0,0,0,0,0,0,4,0,0,2,0,8,0
0,1,0,1,4,0,0,1,1,152,5,1,71,1,0,1
35,1,0,0,0,0,0,0,0,108,37,0,8,0,0,0
23,1,0,0,0,0,0,0,0,303,76,0,49,0,3,0
46,1,0,0,0,0,0,0,0,47,10,0,14,0,0,0
23,0,0,1,0,2,1,1,1,106,174,4,21,1,0,0
50,0,0,0,0,0,0,0,0,34,15,0,2,0,0,0
40,1,0,1,4,1,0,1,1,98,38,5,6,3,0,0
29,1,0,0,0,0,0,0,0,185,288,0,71,0,0,0
34,1,0,1,4,1,0,1,1,326,34,1,10,1,0,0
29,1,0,1,1,4,0,1,1,912,227,1,24,1,0,0
46,0,0,1,4,2,0,1,1,352,106,4,4,3,24,0
50,0,0,0,0,0,0,0,0,118,36,0,5,0,10,0
0,1,0,1,4,5,0,1,1,363,158,5,310,1,4,1
23,1,0,0,0,0,0,0,0,72,49,0,6,0,0,0
49,0,0,0,0,0,0,0,0,77,22,0,3,0,0,0
54,1,0,1,4,7,1,2,1,296,38,3,27,1,5,0
39,0,0,1,4,5,3,1,1,280,230,1,60,1,0,0
47,0,0,1,1,1,0,1,1,130,43,1,19,1,1,0
51,0,0,0,0,0,0,0,0,103,64,0,8,0,0,0
0,0,0,0,0,0,0,0,0,150,31,0,102,0,0,1
28,1,0,0,0,0,0,0,0,236,70,0,64,0,0,0
0,0,0,1,0,0,6,1,1,161,87,1,234,1,14,1
30,1,0,1,4,1,0,1,1,151,54,1,52,1,0,0
0,0,0,0,0,0,0,0,0,149,134,0,159,0,0,1
25,1,0,0,0,0,0,0,0,57,11,0,37,0,0,0
0,0,0,1,0,2,0,1,1,50,37,1,2,1,0,1
27,1,0,0,0,0,0,0,0,187,176,0,71,0,2,0
30,1,0,1,4,0,1,1,1,274,103,1,4,1,9,0
59,0,0,0,0,0,0,0,0,110,67,0,33,0,0,0
42,1,0,0,0,0,0,0,0,34,13,0,8,0,1,0
0,1,0,0,0,0,0,0,0,813,54,0,25,0,10,1
67,0,0,0,0,0,0,0,0,58,23,0,28,0,0,0
37,1,0,1,4,4,0,2,2,100,430,2,46,5,0,0
29,1,0,1,4,6,0,1,1,153,35,1,173,1,0,0
34,1,0,1,0,0,16,1,1,73,29,1,64,1,9,0
0,0,0,1,1,0,2,1,1,330,73,1,89,1,4,1
0,0,0,0,0,0,0,0,0,69,50,0,28,0,0,1
37,0,0,0,0,0,0,0,0,86,39,0,8,0,0,0
0,0,0,1,0,0,0,1,1,59,28,1,0,1,0,1
33,1,0,1,1,6,65,1,1,174,70,3,26,1,2,0
28,0,0,0,0,0,0,0,0,113,140,0,151,0,0,0
51,0,0,1,0,1,0,1,1,121,172,1,144,1,13,0
21,0,0,1,4,0,0,1,1,63,121,1,13,1,6,0
0,1,0,0,0,0,0,0,0,1378,181,0,432,0,12,1
30,0,0,0,0,0,0,0,0,435,704,0,35,0,0,0
22,0,0,1,0,0,0,1,1,85,249,1,219,1,0,0
23,0,0,1,0,0,0,1,1,283,298,1,186,1,2,0
35,1,0,0,0,0,0,0,0,96,37,0,11,0,0,0
35,1,0,0,0,0,0,0,0,161,85,0,127,0,20,0
0,1,0,0,0,0,0,0,0,534,122,0,112,0,0,1
0,0,0,0,0,0,0,0,0,61,41,0,5,0,0,1
56,0,0,0,0,0,0,0,0,135,63,0,78,0,0,0
23,0,0,0,0,0,0,0,0,351,307,0,113,0,0,0
31,1,0,0,0,0,0,0,0,3,9,0,6,0,0,0
47,0,0,0,0,0,0,0,0,285,287,0,211,0,15,0
28,0,0,0,0,0,0,0,0,111,248,0,164,0,0,0
57,0,0,0,0,0,0,0,0,313,21,0,17,0,0,0
0,0,0,0,0,0,0,0,0,189,287,0,34,0,6,1
34,1,0,0,0,0,0,0,0,114,51,0,120,0,0,0
53,0,0,1,0,0,0,1,1,206,79,1,29,1,2,0
23,0,0,0,0,0,0,0,0,35,266,0,9,0,0,0
28,0,0,0,0,0,0,0,0,264,280,0,61,0,0,0
0,1,0,0,0,0,0,0,0,224,23,0,39,0,0,1
26,0,0,0,0,0,0,0,0,36,293,0,102,0,0,0
33,1,0,1,0,1,0,1,1,367,138,1,12,1,0,0
0,0,0,0,0,0,0,0,0,56,37,0,52,0,12,1
38,1,0,0,0,0,0,0,0,5,11,0,3,0,0,0
27,1,0,1,0,0,0,1,1,64,102,1,30,1,6,0
0,1,0,1,0,0,0,1,1,876,129,1,152,1,13,1
26,0,0,0,0,0,0,0,0,153,367,0,72,0,0,0
50,1,0,1,4,2,0,1,1,24,31,1,5,1,0,0
31,1,0,1,7,2,1,1,1,205,40,1,7,1,24,0
24,0,0,0,0,0,0,0,0,273,334,0,236,0,7,0
34,1,0,0,0,0,0,0,0,177,17,0,35,0,0,0
25,0,0,1,7,4,0,1,1,124,1129,1,124,1,0,0
22,0,0,0,0,0,0,0,0,66,379,0,117,0,0,0
22,1,0,1,4,1,0,1,1,124,127,1,145,1,0,0
